       Start Station Id  End Station Id  Count
15024              7337          7278.0      3
2146               7029          7041.0      3
21663              7682          7050.0      3
15025              7337          7286.0      3
23943              7790          7757.0      3
23944              7790          7772.0      3
5753               7089          7267.0      3
118                7001          7114.0      3
2172               7029          7128.0      3
2171               7029          7126.0      3
17298              7432          7321.0      3
15029              7337          7337.0      3
15031              7337          7346.0      3
13439              7281          7192.0      3
15032              7337          7348.0      3
114                7001          7089.0      3
17292              7432          7269.0      3
5759               7089          7280.0      3
2162               7029          7102.0      3
15350              7354          7788.0      3
12123              7257          7007.0      3
112                7001          7071.0      3
16421              7391          7761.0      3
6907               7114          7065.0      3
17289              7432          7261.0      3
12128              7257          7020.0      3
5764               7089          7311.0      3
12132              7257          7027.0      3
111                7001          7066.0      3
23962              7791          7052.0      3
12134              7257          7030.0      3
6614               7108          7299.0      3
24143              7796          7462.0      3
1865               7026          7029.0      3
13187              7274          7545.0      3
1571               7022          7453.0      3
24334              7816          7015.0      3
13185              7274          7474.0      3
16780              7412          7009.0      3
24337              7816          7032.0      3
6102               7100          7100.0      3
1560               7022          7366.0      3
6104               7100          7103.0      3
1557               7022          7334.0      3
6319               7102          7389.0      3
25321              7917          7790.0      3
24460              7817          7717.0      3
15247              7350          7021.0      3
6314               7102          7324.0      3
12916              7271          7028.0      3
6312               7102          7320.0      3
6310               7102          7291.0      3
16606              7400          7169.0      3
6304               7102          7256.0      3
1542               7022          7260.0      3
15185              7346          7433.0      3
1538               7022          7253.0      3
13159              7274          7033.0      3
1382               7020          7432.0      3
22                 7000          7070.0      3
6291               7102          7190.0      3
12942              7271          7131.0      3
16762              7411          7261.0      3
21313              7660          7267.0      3
24463              7817          7790.0      3
16782              7412          7037.0      3
12958              7271          7269.0      3
16784              7412          7052.0      3
16574              7399          7453.0      3
6394               7103          7551.0      3
6388               7103          7391.0      3
12826              7269          7391.0      3
1616               7023          7006.0      3
6070               7099          7822.0      3
1613               7022          7900.0      3
21447              7667          7542.0      3
6368               7103          7104.0      3
15162              7346          7103.0      3
16583              7399          7575.0      3
21265              7656          7437.0      3
6080               7100          7016.0      3
6360               7103          7015.0      3
12854              7269          7796.0      3
1600               7022          7721.0      3
1598               7022          7719.0      3
21441              7667          7469.0      3
1595               7022          7716.0      3
24320              7815          7155.0      3
16814              7412          7685.0      3
12860              7270          7019.0      3
6352               7102          7816.0      3
12870              7270          7079.0      3
6087               7100          7044.0      3
12876              7270          7206.0      3
1586               7022          7547.0      3
6336               7102          7524.0      3
6332               7102          7474.0      3
6130               7100          7257.0      3
12960              7271          7271.0      3
16845              7415          7838.0      3
6241               7101          7668.0      3
16633              7409          7019.0      3
13036              7272          7089.0      3
15208              7348          7093.0      3
24397              7816          7542.0      3
6224               7101          7333.0      3
1455               7021          7389.0      3
6177               7100          7599.0      3
1451               7021          7321.0      3
6222               7101          7291.0      3
13056              7272          7281.0      3
16690              7409          7432.0      3
16689              7409          7418.0      3
6181               7100          7702.0      3
6214               7101          7101.0      3
24412              7816          7906.0      3
24435              7817          7197.0      3
13117              7273          7202.0      3
24433              7817          7160.0      3
16644              7409          7044.0      3
1431               7021          7127.0      3
16667              7409          7263.0      3
13087              7273          7001.0      3
16645              7409          7045.0      3
21380              7666          7006.0      3
6205               7101          7034.0      3
13092              7273          7021.0      3
1421               7021          7044.0      3
1410               7021          7016.0      3
1411               7021          7021.0      3
21350              7662          7205.0      3
1469               7021          7721.0      3
20                 7000          7059.0      3
13027              7272          7047.0      3
6135               7100          7268.0      3
21324              7660          7489.0      3
6138               7100          7271.0      3
16620              7404          7128.0      3
6276               7102          7102.0      3
6270               7102          7072.0      3
12978              7271          7385.0      3
12979              7271          7386.0      3
6142               7100          7292.0      3
16739              7411          7033.0      3
24449              7817          7368.0      3
12988              7271          7475.0      3
16730              7410          7452.0      3
6146               7100          7324.0      3
6266               7102          7047.0      3
12999              7271          7667.0      3
21402              7667          7030.0      3
16727              7410          7356.0      3
1489               7022          7037.0      3
1487               7022          7033.0      3
16625              7404          7664.0      3
21398              7667          7010.0      3
15230              7349          7095.0      3
13011              7271          7816.0      3
13012              7271          7821.0      3
6159               7100          7452.0      3
16629              7409          7007.0      3
6162               7100          7462.0      3
1471               7021          7762.0      3
1630               7023          7121.0      3
16847              7416          7005.0      3
17045              7418          7281.0      3
12575              7263          7462.0      3
12579              7263          7506.0      3
16992              7418          7042.0      3
12582              7263          7548.0      3
12584              7263          7575.0      3
12585              7263          7577.0      3
24192              7798          7684.0      3
1303               7019          7356.0      3
1788               7025          7097.0      3
16986              7418          7030.0      3
16517              7399          7047.0      3
24197              7802          7059.0      3
21149              7647          7065.0      3
5971               7097          7015.0      3
21152              7647          7079.0      3
12600              7263          7810.0      3
12605              7264          7001.0      3
21155              7647          7120.0      3
25302              7917          7160.0      3
12609              7264          7024.0      3
12612              7264          7029.0      3
6522               7105          7473.0      3
1312               7019          7505.0      3
12623              7264          7089.0      3
24214              7802          7720.0      3
24215              7802          7802.0      3
6505               7105          7043.0      3
24502              7821          7038.0      3
12632              7264          7131.0      3
12633              7264          7163.0      3
21139              7647          7012.0      3
12573              7263          7432.0      3
12639              7264          7271.0      3
6549               7107          7261.0      3
5921               7095          7093.0      3
6610               7108          7261.0      3
6608               7108          7236.0      3
12504              7263          7041.0      3
6606               7108          7169.0      3
17036              7418          7257.0      3
21102              7642          7781.0      3
24158              7796          7796.0      3
5935               7095          7276.0      3
17024              7418          7199.0      3
21106              7643          7378.0      3
1835               7025          7450.0      3
13305              7278          7100.0      3
5942               7095          7348.0      3
6579               7108          7033.0      3
6578               7108          7032.0      3
1830               7025          7384.0      3
12546              7263          7252.0      3
69                 7000          7523.0      3
1823               7025          7335.0      3
24176              7798          7106.0      3
21524              7668          7772.0      3
5953               7095          7527.0      3
5955               7095          7596.0      3
16510              7399          7019.0      3
21137              7644          7820.0      3
17002              7418          7061.0      3
1809               7025          7263.0      3
21138              7647          7006.0      3
13271              7276          7542.0      3
16533              7399          7107.0      3
24294              7810          7677.0      3
1684               7024          7015.0      3
15264              7350          7351.0      3
6032               7099          7175.0      3
12735              7267          7551.0      3
12739              7267          7693.0      3
24260              7810          7126.0      3
1339               7020          7022.0      3
16895              7416          7462.0      3
6436               7104          7104.0      3
16886              7416          7324.0      3
15153              7346          7015.0      3
16879              7416          7256.0      3
6425               7104          7049.0      3
6424               7104          7048.0      3
6423               7104          7047.0      3
6422               7104          7045.0      3
1658               7023          7324.0      3
1653               7023          7253.0      3
12781              7269          7038.0      3
6052               7099          7399.0      3
13218              7276          7093.0      3
21230              7655          7095.0      3
16861              7416          7047.0      3
1347               7020          7041.0      3
12793              7269          7101.0      3
21460              7668          7006.0      3
1640               7023          7192.0      3
12800              7269          7163.0      3
1638               7023          7184.0      3
16850              7416          7017.0      3
12727              7267          7398.0      3
12726              7267          7391.0      3
6487               7104          7686.0      3
21206              7650          7538.0      3
16956              7417          7505.0      3
21492              7668          7208.0      3
6479               7104          7570.0      3
12656              7264          7385.0      3
1732               7024          7399.0      3
12658              7264          7409.0      3
12659              7264          7418.0      3
6005               7097          7493.0      3
12672              7264          7795.0      3
12673              7264          7810.0      3
12678              7265          7180.0      3
6465               7104          7337.0      3
12685              7265          7565.0      3
53                 7000          7298.0      3
6014               7099          7018.0      3
12691              7266          7504.0      3
12693              7266          7731.0      3
1709               7024          7169.0      3
6017               7099          7034.0      3
6460               7104          7299.0      3
24241              7807          7824.0      3
12704              7267          7038.0      3
1329               7019          7761.0      3
16919              7417          7045.0      3
16550              7399          7263.0      3
16912              7417          7017.0      3
12716              7267          7164.0      3
6025               7099          7077.0      3
6026               7099          7099.0      3
16377              7391          7311.0      3
14448              7321          7020.0      3
11887              7252          7281.0      3
1074               7016          7184.0      3
7222               7120          7848.0      3
13551              7284          7049.0      3
21810              7685          7072.0      3
20611              7581          7635.0      3
11877              7252          7248.0      3
2607               7033          7291.0      3
21783              7684          7492.0      3
11626              7248          7038.0      3
16305              7389          7668.0      3
2365               7030          7816.0      3
5601               7079          7660.0      3
13550              7284          7047.0      3
20761              7600          7140.0      3
182                7002          7006.0      3
23832              7788          7048.0      3
2534               7033          7021.0      3
17643              7451          7719.0      3
21750              7684          7076.0      3
17437              7437          7327.0      3
167                7001          7457.0      3
16302              7389          7545.0      3
20706              7599          7160.0      3
2598               7033          7260.0      3
17640              7451          7523.0      3
20704              7599          7135.0      3
11552              7246          7333.0      3
13552              7284          7059.0      3
7278               7121          7285.0      3
2372               7031          7007.0      3
5604               7079          7712.0      3
11871              7252          7199.0      3
2602               7033          7269.0      3
17504              7443          7100.0      3
20764              7600          7204.0      3
11540              7246          7263.0      3
2358               7030          7762.0      3
7043               7116          7114.0      3
1021               7015          7505.0      3
24705              7850          7037.0      3
20692              7599          7047.0      3
24662              7845          7555.0      3
20783              7601          7119.0      3
17544              7445          7271.0      3
21759              7684          7163.0      3
7161               7119          7044.0      3
11718              7248          7536.0      3
17547              7445          7337.0      3
7166               7119          7089.0      3
11924              7253          7027.0      3
13664              7285          7256.0      3
24709              7850          7052.0      3
7052               7116          7349.0      3
7160               7119          7034.0      3
11535              7246          7246.0      3
11898              7252          7536.0      3
13660              7285          7248.0      3
14944              7335          7033.0      3
2449               7032          7032.0      3
2450               7032          7035.0      3
13629              7285          7105.0      3
11897              7252          7531.0      3
11534              7246          7240.0      3
2459               7032          7064.0      3
5654               7087          7083.0      3
5551               7079          7034.0      3
2346               7030          7547.0      3
5592               7079          7432.0      3
1116               7016          7768.0      3
1119               7016          7821.0      3
21724              7682          7682.0      3
17639              7451          7451.0      3
7225               7121          7001.0      3
2575               7033          7112.0      3
11813              7250          7385.0      3
23794              7783          7586.0      3
20734              7599          7542.0      3
17603              7450          7450.0      3
13567              7284          7197.0      3
186                7002          7024.0      3
17619              7451          7039.0      3
5519               7078          7668.0      3
23806              7787          7168.0      3
23688              7772          7015.0      3
7266               7121          7121.0      3
24695              7850          7006.0      3
15420              7357          7309.0      3
5514               7078          7541.0      3
192                7002          7034.0      3
11811              7250          7321.0      3
2584               7033          7176.0      3
2417               7031          7311.0      3
11802              7250          7246.0      3
15452              7358          7252.0      3
11803              7250          7248.0      3
11804              7250          7252.0      3
7124               7118          7324.0      3
2561               7033          7072.0      3
187                7002          7025.0      3
11585              7246          7766.0      3
13646              7285          7192.0      3
11809              7250          7281.0      3
17608              7450          7694.0      3
1034               7015          7720.0      3
17604              7450          7570.0      3
13568              7284          7199.0      3
2583               7033          7170.0      3
17483              7441          7441.0      3
7085               7118          7013.0      3
11619              7248          7022.0      3
21732              7682          7772.0      3
14960              7335          7121.0      3
24646              7841          7841.0      3
21730              7682          7757.0      3
21729              7682          7721.0      3
23680              7771          7565.0      3
2594               7033          7253.0      3
5536               7078          7905.0      3
11855              7252          7140.0      3
2595               7033          7256.0      3
2379               7031          7034.0      3
21807              7685          7052.0      3
17444              7437          7524.0      3
7227               7121          7009.0      3
7234               7121          7022.0      3
11613              7248          7008.0      3
1043               7015          7848.0      3
23810              7787          7181.0      3
1093               7016          7400.0      3
11795              7250          7190.0      3
17485              7441          7478.0      3
23684              7772          7000.0      3
17488              7441          7581.0      3
13587              7284          7647.0      3
2394               7031          7120.0      3
5511               7078          7524.0      3
17461              7438          7441.0      3
2547               7033          7041.0      3
1104               7016          7576.0      3
13592              7284          7720.0      3
20642              7590          7590.0      3
14955              7335          7100.0      3
11926              7253          7030.0      3
5524               7078          7720.0      3
17657              7452          7089.0      3
11977              7253          7321.0      3
13613              7285          7023.0      3
13616              7285          7038.0      3
16374              7391          7281.0      3
20688              7599          7027.0      3
11497              7246          7030.0      3
17374              7434          7046.0      3
23751              7773          7773.0      3
15385              7356          7267.0      3
5569               7079          7202.0      3
14930              7334          7713.0      3
13617              7285          7040.0      3
23856              7788          7400.0      3
11647              7248          7108.0      3
21768              7684          7261.0      3
13667              7285          7273.0      3
13676              7285          7358.0      3
7033               7116          7030.0      3
16280              7389          7334.0      3
5692               7089          7001.0      3
20604              7581          7441.0      3
15384              7356          7248.0      3
2652               7033          7685.0      3
17677              7452          7271.0      3
7170               7119          7113.0      3
5570               7079          7248.0      3
2483               7032          7217.0      3
23857              7788          7411.0      3
1007               7015          7356.0      3
20598              7581          7221.0      3
21822              7685          7202.0      3
11686              7248          7274.0      3
13522              7283          7356.0      3
23747              7772          7772.0      3
7196               7120          7031.0      3
11950              7253          7123.0      3
20599              7581          7229.0      3
23743              7772          7717.0      3
11949              7253          7118.0      3
13518              7283          7283.0      3
21699              7682          7271.0      3
11690              7248          7292.0      3
7028               7115          7795.0      3
2639               7033          7524.0      3
15396              7356          7458.0      3
16370              7391          7267.0      3
2302               7030          7202.0      3
2315               7030          7257.0      3
23661              7770          7770.0      3
13670              7285          7281.0      3
20792              7601          7773.0      3
149                7001          7281.0      3
23874              7788          7881.0      3
23746              7772          7721.0      3
13532              7283          7551.0      3
23849              7788          7311.0      3
2660               7033          7721.0      3
7169               7119          7108.0      3
200                7002          7077.0      3
25227              7912          7451.0      3
5691               7088          7827.0      3
7168               7119          7104.0      3
24678              7848          7286.0      3
23854              7788          7354.0      3
11930              7253          7043.0      3
13513              7283          7164.0      3
2627               7033          7418.0      3
11666              7248          7202.0      3
1013               7015          7432.0      3
2624               7033          7399.0      3
5667               7088          7088.0      3
11642              7248          7078.0      3
2283               7030          7114.0      3
17371              7433          7796.0      3
11981              7253          7366.0      3
23729              7772          7324.0      3
17662              7452          7114.0      3
2658               7033          7718.0      3
20679              7596          7644.0      3
1059               7016          7075.0      3
11643              7248          7079.0      3
2656               7033          7716.0      3
21148              7647          7054.0      2
21147              7647          7045.0      2
8518               7160          7069.0      2
8499               7158          7912.0      2
21212              7654          7078.0      2
6537               7106          7462.0      2
19843              7543          7158.0      2
19844              7543          7161.0      2
8519               7160          7072.0      2
21215              7654          7210.0      2
20637              7586          7783.0      2
21211              7650          7781.0      2
15489              7361          7202.0      2
14910              7334          7245.0      2
20533              7576          7389.0      2
19749              7542          7271.0      2
20534              7576          7391.0      2
7412               7124          7036.0      2
15684              7368          7189.0      2
15683              7368          7188.0      2
6443               7104          7124.0      2
6442               7104          7119.0      2
15497              7361          7435.0      2
14908              7334          7211.0      2
6399               7103          7601.0      2
6441               7104          7118.0      2
19841              7543          7154.0      2
14919              7334          7458.0      2
8363               7154          7685.0      2
6400               7103          7660.0      2
20644              7593          7093.0      2
8501               7160          7006.0      2
7243               7121          7038.0      2
14920              7334          7467.0      2
8514               7160          7049.0      2
21226              7654          7688.0      2
7395               7123          7536.0      2
6535               7106          7357.0      2
21227              7655          7006.0      2
15156              7346          7036.0      2
8515               7160          7052.0      2
8366               7154          7916.0      2
20500              7575          7693.0      2
6412               7104          7009.0      2
7236               7121          7026.0      2
8507               7160          7020.0      2
8513               7160          7047.0      2
20543              7576          7551.0      2
7238               7121          7028.0      2
15444              7358          7150.0      2
15718              7368          7821.0      2
20673              7596          7351.0      2
8512               7160          7046.0      2
21234              7655          7235.0      2
20672              7596          7348.0      2
21239              7655          7431.0      2
8516               7160          7054.0      2
6405               7103          7713.0      2
15679              7368          7136.0      2
15130              7343          7453.0      2
6429               7104          7065.0      2
15681              7368          7150.0      2
15261              7350          7348.0      2
7188               7119          7718.0      2
15715              7368          7790.0      2
8364               7154          7691.0      2
7398               7123          7682.0      2
15716              7368          7816.0      2
19847              7543          7189.0      2
6427               7104          7052.0      2
14851              7333          7373.0      2
14853              7333          7383.0      2
8505               7160          7016.0      2
15442              7358          7089.0      2
8367               7155          7006.0      2
20506              7576          7043.0      2
21159              7647          7176.0      2
8491               7158          7720.0      2
19800              7542          7757.0      2
20517              7576          7197.0      2
6471               7104          7391.0      2
7445               7124          7716.0      2
7450               7126          7001.0      2
19804              7542          7796.0      2
7451               7126          7002.0      2
8429               7156          7543.0      2
15140              7344          7354.0      2
7453               7126          7010.0      2
6468               7104          7346.0      2
15141              7344          7374.0      2
21199              7650          7029.0      2
19799              7542          7752.0      2
14842              7333          7324.0      2
20662              7596          7030.0      2
20660              7596          7006.0      2
19793              7542          7703.0      2
7392               7123          7505.0      2
6506               7105          7048.0      2
19789              7542          7668.0      2
7431               7124          7343.0      2
15493              7361          7326.0      2
7427               7124          7303.0      2
14837              7333          7291.0      2
19788              7542          7667.0      2
21169              7647          7281.0      2
14552              7323          7252.0      2
20522              7576          7261.0      2
6472               7104          7399.0      2
8421               7156          7239.0      2
15694              7368          7253.0      2
6489               7104          7705.0      2
8408               7156          7027.0      2
19821              7543          7024.0      2
8406               7155          7810.0      2
7198               7120          7044.0      2
21190              7647          7693.0      2
7199               7120          7055.0      2
8405               7155          7791.0      2
14835              7333          7269.0      2
19818              7543          7017.0      2
19816              7543          7015.0      2
7440               7124          7570.0      2
21192              7647          7717.0      2
7201               7120          7077.0      2
6478               7104          7542.0      2
21184              7647          7523.0      2
21181              7647          7469.0      2
21174              7647          7346.0      2
6474               7104          7489.0      2
15276              7351          7047.0      2
7436               7124          7433.0      2
8415               7156          7204.0      2
19824              7543          7028.0      2
15441              7358          7079.0      2
14557              7323          7284.0      2
15133              7343          7571.0      2
7455               7126          7021.0      2
19766              7542          7417.0      2
8469               7158          7206.0      2
21160              7647          7199.0      2
14537              7323          7037.0      2
15150              7345          7822.0      2
7223               7120          7898.0      2
14559              7323          7323.0      2
7224               7121          7000.0      2
15707              7368          7524.0      2
6452               7104          7270.0      2
19762              7542          7368.0      2
21187              7647          7647.0      2
8387               7155          7216.0      2
14561              7323          7333.0      2
15708              7368          7536.0      2
19759              7542          7333.0      2
6450               7104          7253.0      2
8380               7155          7155.0      2
15710              7368          7542.0      2
6445               7104          7169.0      2
14531              7321          7911.0      2
8379               7155          7153.0      2
21210              7650          7642.0      2
19753              7542          7292.0      2
7417               7124          7100.0      2
8488               7158          7685.0      2
15267              7350          7450.0      2
15269              7350          7570.0      2
19785              7542          7548.0      2
7457               7126          7024.0      2
6513               7105          7195.0      2
8448               7158          7015.0      2
8396               7155          7296.0      2
6464               7104          7333.0      2
7211               7120          7124.0      2
19830              7543          7047.0      2
14546              7323          7169.0      2
15143              7344          7551.0      2
21163              7647          7235.0      2
6462               7104          7320.0      2
7220               7120          7686.0      2
7422               7124          7118.0      2
15490              7361          7204.0      2
19781              7542          7534.0      2
19780              7542          7524.0      2
15132              7343          7570.0      2
19779              7542          7506.0      2
6521               7105          7462.0      2
19778              7542          7505.0      2
19775              7542          7473.0      2
6459               7104          7292.0      2
7419               7124          7104.0      2
14539              7323          7059.0      2
19773              7542          7462.0      2
7197               7120          7042.0      2
7732               7132          7030.0      2
20549              7577          7015.0      2
6395               7103          7570.0      2
6267               7102          7052.0      2
19564              7536          7252.0      2
19565              7536          7256.0      2
15755              7373          7292.0      2
21336              7660          7762.0      2
6264               7102          7044.0      2
7290               7121          7385.0      2
14474              7321          7176.0      2
21330              7660          7660.0      2
8762               7163          7724.0      2
8759               7163          7702.0      2
15468              7358          7718.0      2
19576              7536          7367.0      2
19577              7536          7385.0      2
7355               7123          7112.0      2
8772               7164          7022.0      2
15759              7373          7373.0      2
7292               7121          7399.0      2
21337              7660          7770.0      2
8776               7164          7031.0      2
15761              7373          7389.0      2
7349               7123          7069.0      2
7347               7123          7049.0      2
19561              7536          7239.0      2
6253               7102          7021.0      2
6252               7102          7020.0      2
8787               7164          7077.0      2
15229              7349          7094.0      2
7294               7121          7432.0      2
7296               7121          7457.0      2
8789               7164          7079.0      2
8790               7164          7089.0      2
8753               7163          7502.0      2
6269               7102          7059.0      2
21314              7660          7280.0      2
8716               7163          7090.0      2
7287               7121          7346.0      2
8724               7163          7163.0      2
8720               7163          7119.0      2
19608              7538          7037.0      2
15234              7349          7350.0      2
14875              7333          7721.0      2
8715               7163          7089.0      2
20608              7581          7566.0      2
7369               7123          7207.0      2
21321              7660          7418.0      2
7286               7121          7342.0      2
14872              7333          7716.0      2
19612              7538          7161.0      2
21316              7660          7292.0      2
8728               7163          7236.0      2
20557              7577          7110.0      2
19596              7536          7911.0      2
19592              7536          7768.0      2
19591              7536          7752.0      2
19588              7536          7575.0      2
19587              7536          7543.0      2
14878              7333          7772.0      2
21327              7660          7548.0      2
8745               7163          7385.0      2
8747               7163          7409.0      2
7361               7123          7160.0      2
14483              7321          7250.0      2
20567              7577          7285.0      2
19580              7536          7415.0      2
14480              7321          7236.0      2
15750              7373          7209.0      2
21341              7662          7030.0      2
19555              7536          7191.0      2
8793               7164          7102.0      2
15456              7358          7281.0      2
6210               7101          7072.0      2
19506              7534          7409.0      2
7324               7122          7211.0      2
6211               7101          7076.0      2
8855               7168          7013.0      2
19508              7534          7451.0      2
21361              7662          7547.0      2
15762              7373          7399.0      2
6218               7101          7236.0      2
7327               7122          7298.0      2
14451              7321          7029.0      2
21359              7662          7523.0      2
20597              7580          7813.0      2
8843               7164          7682.0      2
8857               7168          7016.0      2
7322               7122          7161.0      2
7320               7122          7102.0      2
19505              7534          7298.0      2
7313               7121          7924.0      2
6208               7101          7048.0      2
7314               7122          7007.0      2
8865               7168          7048.0      2
15220              7348          7596.0      2
8866               7168          7049.0      2
8869               7168          7070.0      2
8870               7168          7072.0      2
19498              7534          7216.0      2
7316               7122          7033.0      2
21372              7664          7404.0      2
8874               7168          7076.0      2
8875               7168          7089.0      2
15460              7358          7386.0      2
7308               7121          7761.0      2
19518              7534          7542.0      2
7304               7121          7668.0      2
15763              7373          7432.0      2
8799               7164          7126.0      2
15768              7373          7489.0      2
21345              7662          7136.0      2
15227              7349          7090.0      2
19548              7536          7111.0      2
8811               7164          7269.0      2
7300               7121          7505.0      2
20576              7577          7462.0      2
7301               7121          7542.0      2
8813               7164          7272.0      2
8814               7164          7280.0      2
6242               7101          7686.0      2
19539              7536          7043.0      2
19538              7536          7040.0      2
19521              7534          7691.0      2
8817               7164          7311.0      2
6238               7101          7543.0      2
7336               7123          7005.0      2
6233               7101          7458.0      2
6231               7101          7432.0      2
6230               7101          7409.0      2
15224              7349          7006.0      2
8827               7164          7399.0      2
7306               7121          7720.0      2
14888              7334          7015.0      2
19527              7534          7817.0      2
15211              7348          7337.0      2
8831               7164          7443.0      2
6223               7101          7299.0      2
8708               7163          7061.0      2
21312              7660          7264.0      2
7391               7123          7474.0      2
8569               7160          7523.0      2
6347               7102          7768.0      2
8576               7160          7685.0      2
15167              7346          7124.0      2
8574               7160          7543.0      2
15129              7343          7375.0      2
15453              7358          7257.0      2
8567               7160          7462.0      2
8557               7160          7324.0      2
20548              7576          7911.0      2
15166              7346          7121.0      2
7267               7121          7126.0      2
8564               7160          7417.0      2
19715              7542          7112.0      2
8562               7160          7412.0      2
19709              7542          7078.0      2
8578               7160          7717.0      2
6345               7102          7757.0      2
6344               7102          7720.0      2
19708              7542          7073.0      2
21277              7658          7658.0      2
8582               7160          7770.0      2
20550              7577          7029.0      2
8585               7160          7791.0      2
15168              7346          7168.0      2
8588               7160          7817.0      2
21288              7660          7006.0      2
14504              7321          7502.0      2
15454              7358          7260.0      2
14500              7321          7432.0      2
6329               7102          7467.0      2
20620              7582          7633.0      2
19717              7542          7123.0      2
8555               7160          7321.0      2
6290               7102          7176.0      2
6387               7103          7389.0      2
6369               7103          7105.0      2
14856              7333          7412.0      2
19732              7542          7204.0      2
21255              7656          7202.0      2
21254              7656          7174.0      2
6380               7103          7337.0      2
8527               7160          7148.0      2
6353               7102          7850.0      2
20629              7584          7767.0      2
14513              7321          7668.0      2
21244              7655          7655.0      2
15260              7350          7337.0      2
6392               7103          7506.0      2
7252               7121          7065.0      2
7257               7121          7078.0      2
8532               7160          7169.0      2
8533               7160          7170.0      2
21264              7656          7368.0      2
15163              7346          7105.0      2
8535               7160          7183.0      2
8537               7160          7191.0      2
6363               7103          7038.0      2
8542               7160          7207.0      2
7390               7123          7468.0      2
15165              7346          7119.0      2
19725              7542          7176.0      2
7262               7121          7108.0      2
14857              7333          7417.0      2
14902              7334          7072.0      2
21271              7656          7687.0      2
19721              7542          7160.0      2
7276               7121          7272.0      2
8602               7161          7089.0      2
8604               7161          7102.0      2
8670               7162          7523.0      2
19626              7539          7381.0      2
19630              7540          7129.0      2
15238              7349          7388.0      2
15186              7346          7450.0      2
8678               7162          7709.0      2
19637              7540          7376.0      2
19640              7540          7465.0      2
15173              7346          7286.0      2
7279               7121          7292.0      2
19641              7540          7650.0      2
21300              7660          7100.0      2
15740              7373          7100.0      2
19654              7541          7153.0      2
19656              7541          7199.0      2
8688               7163          7012.0      2
21304              7660          7124.0      2
14899              7334          7053.0      2
15236              7349          7352.0      2
19623              7539          7030.0      2
8691               7163          7015.0      2
14488              7321          7260.0      2
21307              7660          7163.0      2
15235              7349          7351.0      2
8695               7163          7021.0      2
21308              7660          7164.0      2
8699               7163          7026.0      2
14868              7333          7576.0      2
8700               7163          7029.0      2
